id,entry_date,platform,chart,track_title,artist,rank,did,drive_link,sort_order,created_at
7842,2026-04-22,Shazam,Shazam Top Songs,Điều Em Lo Sợ (Remix),Dewar feat. Nguyen Van Chung,185,,,,2026-08-14T03:58:27.147856+00:00
7792,2026-04-22,Spotify,Spotify Playlist | Fresh Find Vietnam,Hoàng Hôn Có Em,Vết Xước,53,,,,2026-08-14T03:58:27.147856+00:00
7794,2026-04-22,Spotify,Spotify Playlist | Fresh Find Vietnam,Lâu Rồi Mới Đậm Sâu,JBEE7,59,,,,2026-08-14T03:58:27.147856+00:00
7791,2026-04-22,Spotify,Spotify Playlist | Fresh Find Vietnam,Thương Người Có Người Thương,Po Bae,36,,,,2026-08-14T03:58:27.147856+00:00
7790,2026-04-22,Spotify,Spotify Playlist | Fresh Find Vietnam,Ông Già Tuyết,Jackie Njine,18,,,,2026-08-14T03:58:27.147856+00:00
7793,2026-04-22,Spotify,Spotify Playlist | Fresh Find Vietnam,Ở nơi bồ câu và quạ sống chung,Dreamwork,55,,,,2026-08-14T03:58:27.147856+00:00
7787,2026-04-22,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng"")",52Hz & Cao Bá Hưng,11,,,,2026-08-14T03:58:27.147856+00:00
7788,2026-04-22,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,"Tiễn Người Tôi Yêu (Original Soundtrack From ""Đại Tiệc Trăng Máu 8"")",Miu Lê & Liên Bỉnh Phát,12,,,,2026-08-14T03:58:27.147856+00:00
7789,2026-04-22,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,Điều Anh Không Kể,"Châu Dương, Finn T",32,,,,2026-08-14T03:58:27.147856+00:00
7796,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Có Công Mài ""Sắc""",Ngô Lan Hương,41,,,,2026-08-14T03:58:27.147856+00:00
7798,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Giả Vờ Hạnh Phúc,NB3 Hoài Bảo,58,,,,2026-08-14T03:58:27.147856+00:00
7797,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Hoạ Lại Ngày Ấy,Thoại Nghi & Quốc Đạt & ICM,56,,,,2026-08-14T03:58:27.147856+00:00
7799,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Ở Đây Lúc Này – Tiệc Tùng Tour – Live in HCMC, 2025",Tùng,61,,,,2026-08-14T03:58:27.147856+00:00
7795,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng"")",52Hz & Cao Bá Hưng,12,,,,2026-08-14T03:58:27.147856+00:00
7800,2026-04-22,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Tiễn Người Tôi Yêu (Original Soundtrack From ""Đại Tiệc Trăng Máu 8"")",Miu Lê & Liên Bỉnh Phát,64,,,,2026-08-14T03:58:27.147856+00:00
7831,2026-04-22,Tiktok,TIKTOK HOT,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",47,,,,2026-08-14T03:58:27.147856+00:00
7830,2026-04-22,Tiktok,TIKTOK HOT,"Có công mài ""Sắc"" (Remix)",Ngô Lan Hương,32,,,,2026-08-14T03:58:27.147856+00:00
7764,2026-04-22,Spotify,WEEKLY TOP ALBUM,Chỉ Có Thể Là Anh,TRANG,179,,,,2026-08-14T03:58:27.147856+00:00
7763,2026-04-22,Spotify,WEEKLY TOP ALBUM,Trong,TRANG,121,,,,2026-08-14T03:58:27.147856+00:00
7766,2026-04-22,Spotify,WEEKLY TOP SONG,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",170,,,,2026-08-14T03:58:27.147856+00:00
7765,2026-04-22,Spotify,WEEKLY TOP SONG,"Có Công Mài ""Sắc""",Ngô Lan Hương,115,,,,2026-08-14T03:58:27.147856+00:00
7832,2026-04-22,Youtube,YOUTUBE MUSIC CHART | TOP SONGS WEEKLY,Viết Tiếp Câu Chuyện Tri Ân (tuần 28/12/ 2025 - 24/ 1/2026),Võ Hạ Trâm,2,,,,2026-08-14T03:58:27.147856+00:00
7741,2026-04-22,Zing,ZingCharts,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",3,,,,2026-08-14T03:58:27.147856+00:00
7747,2026-04-22,Zing,ZingCharts,50 Năm Về Sau,"mechill, Đặng Thanh Tuyền",48,,,,2026-08-14T03:58:27.147856+00:00
7748,2026-04-22,Zing,ZingCharts,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",76,,,,2026-08-14T03:58:27.147856+00:00
7751,2026-04-22,Zing,ZingCharts,Anh Thua Anh Ta,Gia Huy Singer,100,,,,2026-08-14T03:58:27.147856+00:00
7742,2026-04-22,Zing,ZingCharts,Cỏ Dại Và Hoa Dành Dành,Trí Tổng & meChill,8,,,,2026-08-14T03:58:27.147856+00:00
7743,2026-04-22,Zing,ZingCharts,Cỏ Dại Và Hoa Dành Dành,Trọng Nhân & Tiểu Mỹ,14,,,,2026-08-14T03:58:27.147856+00:00
7740,2026-04-22,Zing,ZingCharts,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",1,,,,2026-08-14T03:58:27.147856+00:00
7749,2026-04-22,Zing,ZingCharts,Nhường Lại Nỗi Đau (Trí Thức Remix),Ngân Ngân,90,,,,2026-08-14T03:58:27.147856+00:00
7745,2026-04-22,Zing,ZingCharts,Nếu Cả Đời Này Không Rực Rỡ,Trọng Nhân & Tiểu Mỹ,22,,,,2026-08-14T03:58:27.147856+00:00
7744,2026-04-22,Zing,ZingCharts,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,15,,,,2026-08-14T03:58:27.147856+00:00
7746,2026-04-22,Zing,ZingCharts,Thiệp Hồng Sai Tên,Tiểu Nam,35,,,,2026-08-14T03:58:27.147856+00:00
7750,2026-04-22,Zing,ZingCharts,Thiệp Hồng Sai Tên (Remix) [Version 2],Nguyễn Thành Đạt & BMT Music,91,,,,2026-08-14T03:58:27.147856+00:00
7917,2026-04-23,Apple,APPLE MUSIC - Top ALTERNATIVE Albums,TANCA Season 1: Vũ Thanh Vân,Vũ Thanh Vân & tanca,147,,,,2026-08-14T03:58:27.147856+00:00
7916,2026-04-23,Apple,APPLE MUSIC - Top ALTERNATIVE Albums,TIỆC TÙNG TOUR: THE LIVE CONCERT ALBUM,Tùng,10,,,,2026-08-14T03:58:27.147856+00:00
7913,2026-04-23,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,Chỉ Có Thể Là Anh,TRANG,153,,,,2026-08-14T03:58:27.147856+00:00
7912,2026-04-23,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,TIỆC TÙNG TOUR: THE LIVE CONCERT ALBUM,Tùng,127,,,,2026-08-14T03:58:27.147856+00:00
7910,2026-04-23,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,Trong,TRANG,81,,,,2026-08-14T03:58:27.147856+00:00
7911,2026-04-23,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,ĐỂ LEO MỘT NGỌN NÚI,Tùng,125,,,,2026-08-14T03:58:27.147856+00:00
7915,2026-04-23,Apple,APPLE MUSIC CHART - Top POP Album,Chỉ Có Thể Là Anh,TRANG,103,,,,2026-08-14T03:58:27.147856+00:00
7914,2026-04-23,Apple,APPLE MUSIC CHART - Top POP Album,Trong,TRANG,55,,,,2026-08-14T03:58:27.147856+00:00
7918,2026-04-23,Apple,APPLE MUSIC | Top Songs Vietnam,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",34,,,,2026-08-14T03:58:27.147856+00:00
7919,2026-04-23,Apple,APPLE MUSIC | Top Songs Vietnam,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,126,,,,2026-08-14T03:58:27.147856+00:00
7920,2026-04-23,Apple,APPLE MUSIC | Top Songs Vietnam,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",141,,,,2026-08-14T03:58:27.147856+00:00
7924,2026-04-23,Apple,Apple Music - Top Alternative Songs,Đủ Nắng Hoa Sẽ Nở,Văn Mai Hương & (S)TRONG & Phùng Khánh Linh,58,,,,2026-08-14T03:58:27.147856+00:00
7927,2026-04-23,Apple,Apple Music - Top Dance Songs,50 Năm Về Sau (NamCon Remix),"meChill, NamCon",51,,,,2026-08-14T03:58:27.147856+00:00
7929,2026-04-23,Apple,Apple Music - Top Dance Songs,Anh Vui (Ducth & ThahTrung Remix),Ducth Music & ThahTrung,86,,,,2026-08-14T03:58:27.147856+00:00
7926,2026-04-23,Apple,Apple Music - Top Dance Songs,Có Công Mài Sắc (Drill Mix),Hades feat. Ngô Lan Hương,39,,,,2026-08-14T03:58:27.147856+00:00
7925,2026-04-23,Apple,Apple Music - Top Dance Songs,Có Công Mài Sắc (Remix),Ngô Lan Hương,12,,,,2026-08-14T03:58:27.147856+00:00
7931,2026-04-23,Apple,Apple Music - Top Dance Songs,Người Đã Yêu Ai (Remix),"Ness Remix, Trịnh Thiên Ân",155,,,,2026-08-14T03:58:27.147856+00:00
7930,2026-04-23,Apple,Apple Music - Top Dance Songs,Qua Ngày Mai,Tiên Tiên,129,,,,2026-08-14T03:58:27.147856+00:00
7932,2026-04-23,Apple,Apple Music - Top Dance Songs,Thiệp Hồng Sai Tên (Remix) [Version 2],"Nguyễn Thành Đạt, BMT Music",172,,,,2026-08-14T03:58:27.147856+00:00
7928,2026-04-23,Apple,Apple Music - Top Dance Songs,Vở Kịch Của Em (Ducth Remix),Ducth Music & Thiện ND,82,,,,2026-08-14T03:58:27.147856+00:00
7921,2026-04-23,Apple,Apple Music - Top POP Songs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",27,,,,2026-08-14T03:58:27.147856+00:00
7922,2026-04-23,Apple,Apple Music - Top POP Songs,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,93,,,,2026-08-14T03:58:27.147856+00:00
7923,2026-04-23,Apple,Apple Music - Top POP Songs,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",102,,,,2026-08-14T03:58:27.147856+00:00
7907,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,CHUỒN CHUỒN (bay thấp),Tùng,97,,,,2026-08-14T03:58:27.147856+00:00
7906,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,Nụ cười của một người lạ,TRANG,63,,,,2026-08-14T03:58:27.147856+00:00
7904,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,nếu anh không yêu em...DNKYE,Đồng Lan & VSTRA,12,,,,2026-08-14T03:58:27.147856+00:00
7909,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,Đậu Thần,Dreamwork,130,,,,2026-08-14T03:58:27.147856+00:00
7908,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,ĐẶT TRÁI TIM LÊN BÀN,Tùng,126,,,,2026-08-14T03:58:27.147856+00:00
7905,2026-04-23,Apple,Apple Playlist | Vietnam Ơi,Ở nơi bồ câu và quạ sống chung,Dreamwork,25,,,,2026-08-14T03:58:27.147856+00:00
7859,2026-04-23,Zing,BXH NHẠC MỚI,Có Bác Trong Tim,"Xệ Xệ, Tùng Dương",44,,,,2026-08-14T03:58:27.147856+00:00
7856,2026-04-23,Zing,BXH NHẠC MỚI,Cười Trên Vết Nứt,Hàn Việt Phong & LQ MEDIA,23,,,,2026-08-14T03:58:27.147856+00:00
7864,2026-04-23,Zing,BXH NHẠC MỚI,Cười Trên Vết Nứt (Remix),Hàn Việt Phong & LQ REMIX,87,,,,2026-08-14T03:58:27.147856+00:00
7861,2026-04-23,Zing,BXH NHẠC MỚI,Giả Vờ Hạnh Phúc,NB3 Hoài Bảo,72,,,,2026-08-14T03:58:27.147856+00:00
7862,2026-04-23,Zing,BXH NHẠC MỚI,Hoa Quỳnh Lan,Tô Đạt,76,,,,2026-08-14T03:58:27.147856+00:00
7857,2026-04-23,Zing,BXH NHẠC MỚI,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng"")",52Hz & Cao Bá Hưng,30,,,,2026-08-14T03:58:27.147856+00:00
7860,2026-04-23,Zing,BXH NHẠC MỚI,Tiễn Người Tôi Yêu,"Miu Lê, Liên Bỉnh Phát",70,,,,2026-08-14T03:58:27.147856+00:00
7863,2026-04-23,Zing,BXH NHẠC MỚI,Ánh Sao Việt Nam,"Võ Minh Lâm, Minh Sang",82,,,,2026-08-14T03:58:27.147856+00:00
7858,2026-04-23,Zing,BXH NHẠC MỚI,Đà Lạt Còn Mưa Không Em,Jee Trần,41,,,,2026-08-14T03:58:27.147856+00:00
7869,2026-04-23,Spotify,DAILY TOP SONG,"Có Công Mài ""Sắc""",Ngô Lan Hương,62,,,,2026-08-14T03:58:27.147856+00:00
7870,2026-04-23,Spotify,DAILY TOP SONG,Cỏ Dại Và Hoa Dành Dành,F47 Cover,141,,,,2026-08-14T03:58:27.147856+00:00
7872,2026-04-23,Spotify,DAILY VIRAL SONGs,"Có Công Mài ""Sắc''",Ngô Lan Hương,51,,,,2026-08-14T03:58:27.147856+00:00
7874,2026-04-23,Spotify,DAILY VIRAL SONGs,"Có công mài ""Sắc"" (Hưng Hack Remix)",BDMedia feat. Ngô Lan Hương,84,,,,2026-08-14T03:58:27.147856+00:00
7873,2026-04-23,Spotify,DAILY VIRAL SONGs,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,64,,,,2026-08-14T03:58:27.147856+00:00
7871,2026-04-23,Spotify,DAILY VIRAL SONGs,Kiểu,TRANG,40,,,,2026-08-14T03:58:27.147856+00:00
7878,2026-04-23,Spotify,LOCAL PULSE - HANOI,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",33,,,,2026-08-14T03:58:27.147856+00:00
7877,2026-04-23,Spotify,LOCAL PULSE - HANOI,"Có công mài ""Sắc"" (Remix)",Ngô Lan Hương,26,,,,2026-08-14T03:58:27.147856+00:00
7875,2026-04-23,Spotify,LOCAL PULSE - HANOI,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,8,,,,2026-08-14T03:58:27.147856+00:00
7879,2026-04-23,Spotify,LOCAL PULSE - HANOI,Cỏ Dại Và Hoa Dành Dành,Trí Tổng & meChill,46,,,,2026-08-14T03:58:27.147856+00:00
7876,2026-04-23,Spotify,LOCAL PULSE - HANOI,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",20,,,,2026-08-14T03:58:27.147856+00:00
7880,2026-04-23,Spotify,LOCAL PULSE - HANOI,Ngày Hai Ta Sát Vai (Thazh x Đông Remix),Lê Thu Thảo feat. Thazh & Đông Remix,93,,,,2026-08-14T03:58:27.147856+00:00
7885,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",75,,,,2026-08-14T03:58:27.147856+00:00
7886,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",80,,,,2026-08-14T03:58:27.147856+00:00
7881,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,"Có Công Mài ""Sắc""",Ngô Lan Hương,32,,,,2026-08-14T03:58:27.147856+00:00
7882,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,44,,,,2026-08-14T03:58:27.147856+00:00
7889,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Cỏ Dại Và Hoa Dành Dành,Trí Tổng & meChill,89,,,,2026-08-14T03:58:27.147856+00:00
7884,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",55,,,,2026-08-14T03:58:27.147856+00:00
7888,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Kiểu,TRANG,88,,,,2026-08-14T03:58:27.147856+00:00
7887,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Vở Kịch Của Em (Ducth Remix),Ducth Music & Thiện ND,85,,,,2026-08-14T03:58:27.147856+00:00
7883,2026-04-23,Spotify,LOCAL PULSE - HOCHIMINH CITY,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương, (S)TRONG, Phùng Khánh Linh",47,,,,2026-08-14T03:58:27.147856+00:00
7941,2026-04-23,Shazam,Shazam Top Songs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",120,,,,2026-08-14T03:58:27.147856+00:00
7940,2026-04-23,Shazam,Shazam Top Songs,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",106,,,,2026-08-14T03:58:27.147856+00:00
7942,2026-04-23,Shazam,Shazam Top Songs,Có Công Mài Sắc (Drill Mix),Hades feat. Ngô Lan Hương,131,,,,2026-08-14T03:58:27.147856+00:00
7937,2026-04-23,Shazam,Shazam Top Songs,"Có công mài ""Sắc"" (Remix)",Ngô Lan Hương,82,,,,2026-08-14T03:58:27.147856+00:00
7943,2026-04-23,Shazam,Shazam Top Songs,"Có công mài ""Sắc"" (Đại Mèo Remix)",BDMedia feat. Ngô Lan Hương,151,,,,2026-08-14T03:58:27.147856+00:00
7939,2026-04-23,Shazam,Shazam Top Songs,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,104,,,,2026-08-14T03:58:27.147856+00:00
7938,2026-04-23,Shazam,Shazam Top Songs,Hôn Lễ Của Em,Trọng Nhân & Tiểu Mỹ,88,,,,2026-08-14T03:58:27.147856+00:00
7944,2026-04-23,Shazam,Shazam Top Songs,Nếu Cả Đời Này Không Rực Rỡ,Trọng Nhân & Tiểu Mỹ,154,,,,2026-08-14T03:58:27.147856+00:00
7936,2026-04-23,Shazam,Shazam Top Songs,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng",52Hz & Cao Bá Hưng,69,,,,2026-08-14T03:58:27.147856+00:00
7895,2026-04-23,Spotify,Spotify Playlist | Fresh Find Vietnam,Hoàng Hôn Có Em,Vết Xước,53,,,,2026-08-14T03:58:27.147856+00:00
7897,2026-04-23,Spotify,Spotify Playlist | Fresh Find Vietnam,Lâu Rồi Mới Đậm Sâu,JBEE7,59,,,,2026-08-14T03:58:27.147856+00:00
7894,2026-04-23,Spotify,Spotify Playlist | Fresh Find Vietnam,Thương Người Có Người Thương,Po Bae,36,,,,2026-08-14T03:58:27.147856+00:00
7893,2026-04-23,Spotify,Spotify Playlist | Fresh Find Vietnam,Ông Già Tuyết,Jackie Njine,18,,,,2026-08-14T03:58:27.147856+00:00
7896,2026-04-23,Spotify,Spotify Playlist | Fresh Find Vietnam,Ở nơi bồ câu và quạ sống chung,Dreamwork,55,,,,2026-08-14T03:58:27.147856+00:00
7890,2026-04-23,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng"")",52Hz & Cao Bá Hưng,11,,,,2026-08-14T03:58:27.147856+00:00
7891,2026-04-23,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,"Tiễn Người Tôi Yêu (Original Soundtrack From ""Đại Tiệc Trăng Máu 8"")",Miu Lê & Liên Bỉnh Phát,12,,,,2026-08-14T03:58:27.147856+00:00
7892,2026-04-23,Spotify,Spotify Playlist | NEW MUSIC FRIDAY VIETNAM,Điều Anh Không Kể,"Châu Dương, Finn T",32,,,,2026-08-14T03:58:27.147856+00:00
7899,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Có Công Mài ""Sắc""",Ngô Lan Hương,39,,,,2026-08-14T03:58:27.147856+00:00
7901,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Giả Vờ Hạnh Phúc,NB3 Hoài Bảo,60,,,,2026-08-14T03:58:27.147856+00:00
7900,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Hoạ Lại Ngày Ấy,Thoại Nghi & Quốc Đạt & ICM,58,,,,2026-08-14T03:58:27.147856+00:00
7902,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Ở Đây Lúc Này – Tiệc Tùng Tour – Live in HCMC, 2025",Tùng,63,,,,2026-08-14T03:58:27.147856+00:00
7898,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Tiếng Ru Then (Original Soundtrack From ""Phí Phông: Quỷ Máu Rừng Thiêng"")",52Hz & Cao Bá Hưng,11,,,,2026-08-14T03:58:27.147856+00:00
7903,2026-04-23,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,"Tiễn Người Tôi Yêu (Original Soundtrack From ""Đại Tiệc Trăng Máu 8"")",Miu Lê & Liên Bỉnh Phát,66,,,,2026-08-14T03:58:27.147856+00:00
7934,2026-04-23,Tiktok,TIKTOK HOT,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",44,,,,2026-08-14T03:58:27.147856+00:00
7933,2026-04-23,Tiktok,TIKTOK HOT,"Có công mài ""Sắc"" (Remix)",Ngô Lan Hương,40,,,,2026-08-14T03:58:27.147856+00:00
7866,2026-04-23,Spotify,WEEKLY TOP ALBUM,Chỉ Có Thể Là Anh,TRANG,179,,,,2026-08-14T03:58:27.147856+00:00
7865,2026-04-23,Spotify,WEEKLY TOP ALBUM,Trong,TRANG,121,,,,2026-08-14T03:58:27.147856+00:00
7868,2026-04-23,Spotify,WEEKLY TOP SONG,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",170,,,,2026-08-14T03:58:27.147856+00:00
7867,2026-04-23,Spotify,WEEKLY TOP SONG,"Có Công Mài ""Sắc""",Ngô Lan Hương,115,,,,2026-08-14T03:58:27.147856+00:00
7935,2026-04-23,Youtube,YOUTUBE MUSIC CHART | TOP SONGS WEEKLY,Viết Tiếp Câu Chuyện Tri Ân (tuần 28/12/ 2025 - 24/ 1/2026),Võ Hạ Trâm,2,,,,2026-08-14T03:58:27.147856+00:00
7844,2026-04-23,Zing,ZingCharts,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",4,,,,2026-08-14T03:58:27.147856+00:00
7850,2026-04-23,Zing,ZingCharts,50 Năm Về Sau,"mechill, Đặng Thanh Tuyền",44,,,,2026-08-14T03:58:27.147856+00:00
7851,2026-04-23,Zing,ZingCharts,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",67,,,,2026-08-14T03:58:27.147856+00:00
7854,2026-04-23,Zing,ZingCharts,Anh Thua Anh Ta,Gia Huy Singer,97,,,,2026-08-14T03:58:27.147856+00:00
7852,2026-04-23,Zing,ZingCharts,"Có Công Mài ""Sắc"" (Remix)",Ngô Lan Hương,80,,,,2026-08-14T03:58:27.147856+00:00
7845,2026-04-23,Zing,ZingCharts,Cỏ Dại Và Hoa Dành Dành,Trí Tổng & meChill,8,,,,2026-08-14T03:58:27.147856+00:00
7847,2026-04-23,Zing,ZingCharts,Cỏ Dại Và Hoa Dành Dành,Trọng Nhân & Tiểu Mỹ,18,,,,2026-08-14T03:58:27.147856+00:00
7843,2026-04-23,Zing,ZingCharts,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",1,,,,2026-08-14T03:58:27.147856+00:00
7853,2026-04-23,Zing,ZingCharts,Nhường Lại Nỗi Đau (Trí Thức Remix),Ngân Ngân,92,,,,2026-08-14T03:58:27.147856+00:00
7848,2026-04-23,Zing,ZingCharts,Nếu Cả Đời Này Không Rực Rỡ,Trọng Nhân & Tiểu Mỹ,23,,,,2026-08-14T03:58:27.147856+00:00
7846,2026-04-23,Zing,ZingCharts,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,17,,,,2026-08-14T03:58:27.147856+00:00
7849,2026-04-23,Zing,ZingCharts,Thiệp Hồng Sai Tên,Tiểu Nam,31,,,,2026-08-14T03:58:27.147856+00:00
7855,2026-04-23,Zing,ZingCharts,Thiệp Hồng Sai Tên (Remix) [Version 2],Nguyễn Thành Đạt & BMT Music,99,,,,2026-08-14T03:58:27.147856+00:00
8017,2026-04-24,Apple,APPLE MUSIC - Top ALTERNATIVE Albums,TANCA Season 1: Vũ Thanh Vân,Vũ Thanh Vân & tanca,191,,,,2026-08-14T03:58:27.147856+00:00
8016,2026-04-24,Apple,APPLE MUSIC - Top ALTERNATIVE Albums,TIỆC TÙNG TOUR: THE LIVE CONCERT ALBUM,Tùng,10,,,,2026-08-14T03:58:27.147856+00:00
8015,2026-04-24,Apple,APPLE MUSIC -Top HIPHOP/RAP Albums,TANCA Season 2: Táo,Táo & tanca,195,,,,2026-08-14T03:58:27.147856+00:00
8012,2026-04-24,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,Chỉ Có Thể Là Anh,TRANG,175,,,,2026-08-14T03:58:27.147856+00:00
8010,2026-04-24,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,TIỆC TÙNG TOUR: THE LIVE CONCERT ALBUM,Tùng,119,,,,2026-08-14T03:58:27.147856+00:00
8009,2026-04-24,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,Trong,TRANG,57,,,,2026-08-14T03:58:27.147856+00:00
8011,2026-04-24,Apple,APPLE MUSIC CHART - Top ALBUMs Vietnam,ĐỂ LEO MỘT NGỌN NÚI,Tùng,121,,,,2026-08-14T03:58:27.147856+00:00
8014,2026-04-24,Apple,APPLE MUSIC CHART - Top POP Album,Chỉ Có Thể Là Anh,TRANG,116,,,,2026-08-14T03:58:27.147856+00:00
8013,2026-04-24,Apple,APPLE MUSIC CHART - Top POP Album,Trong,TRANG,41,,,,2026-08-14T03:58:27.147856+00:00
8018,2026-04-24,Apple,APPLE MUSIC | Top Songs Vietnam,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",43,,,,2026-08-14T03:58:27.147856+00:00
8019,2026-04-24,Apple,APPLE MUSIC | Top Songs Vietnam,Cỏ Dại Và Hoa Dành Dành,F47 Cover & Đặng Thanh Tuyền,139,,,,2026-08-14T03:58:27.147856+00:00
8020,2026-04-24,Apple,APPLE MUSIC | Top Songs Vietnam,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",144,,,,2026-08-14T03:58:27.147856+00:00
8024,2026-04-24,Apple,Apple Music - Top Alternative Songs,Đủ Nắng Hoa Sẽ Nở,Văn Mai Hương & (S)TRONG & Phùng Khánh Linh,56,,,,2026-08-14T03:58:27.147856+00:00
8027,2026-04-24,Apple,Apple Music - Top Dance Songs,50 Năm Về Sau (NamCon Remix),"meChill, NamCon",44,,,,2026-08-14T03:58:27.147856+00:00
8028,2026-04-24,Apple,Apple Music - Top Dance Songs,Anh Vui (Ducth & ThahTrung Remix),Ducth Music & ThahTrung,81,,,,2026-08-14T03:58:27.147856+00:00
8026,2026-04-24,Apple,Apple Music - Top Dance Songs,Có Công Mài Sắc (Drill Mix),Hades feat. Ngô Lan Hương,37,,,,2026-08-14T03:58:27.147856+00:00
8025,2026-04-24,Apple,Apple Music - Top Dance Songs,Có Công Mài Sắc (Remix),Ngô Lan Hương,10,,,,2026-08-14T03:58:27.147856+00:00
8031,2026-04-24,Apple,Apple Music - Top Dance Songs,Người Đã Yêu Ai (Remix),"Ness Remix, Trịnh Thiên Ân",150,,,,2026-08-14T03:58:27.147856+00:00
8030,2026-04-24,Apple,Apple Music - Top Dance Songs,Qua Ngày Mai,Tiên Tiên,103,,,,2026-08-14T03:58:27.147856+00:00
